"Ticker Symbol","Company Name","Phone Number","Fax Number","Address","Website","Index Membership","Sector","Industry","Full Time Employees"
"CV","Central Vermont Public Service Corp.","800-649-2877","802-747-2199","77 Grove Street Rutland,         VT 05701 United States -","","N/A","Utilities","Electric Utilities","517"
"CTL","CenturyLink, Inc.","318-388-9000","318-388-9488","100 CenturyLink Drive Monroe,         LA 71203 United States -","","N/A","Technology","Telecom Services - Domestic","49,250"
"CVO","Cenveo Inc.","203-595-3000","203-595-3070","One Canterbury Green 201 Broad Street Stamford,         CT 06901","","N/A","Services","Business Services","8,700"
"CF","CF Industries Holdings, Inc.","847-405-2400","847-405-2711","4 Parkway North Suite 400 Deerfield,         IL 60015-2590","","N/A","Basic Materials","Agricultural Chemicals","2,400"
"GIB","CGI Group, Inc.","514-841-3200","514-841-3299","1130 Sherbrooke Street West 7th Floor Montreal,         QC H3A 2M8","","N/A","Technology","Internet Software & Services","31,000"
"CHG","CH Energy Group Inc.","845-452-2000","914-486-5415","284 South Avenue Poughkeepsie,         NY 12601-4839 United States -","","N/A","Utilities","Diversified Utilities","1,250"
"CRL","Charles River Laboratories International, Inc.","781-222-6000","978-988-9236","251 Ballardvale Street Wilmington,         MA 01887 United States -","","N/A","Healthcare","Biotechnology","7,500"
"CLDT","Chatham Lodging Trust","561-802-4477","","50 Cocoanut Row Suite 200 Palm Beach,         FL 33480","","","","",""
"CKP","Checkpoint Systems Inc.","856-848-1800","856-848-0937","One Commerce Square 2005 Market Street Philadelphia,         PA 19103","","N/A","Services","Security & Protection Services","5,814"
"CHE","Chemed Corp.","513-762-6900","513-762-6590","2600 Chemed Center 255 East Fifth Street Cincinnati,         OH 45202-4726","","N/A","Healthcare","Home Health Care","13,058"
"CHMT","Chemtura Corporation","203-573-2000","203-353-3711","199 Benson Road Middlebury,         CT 06749 United States -","","N/A","Basic Materials","Specialty Chemicals","4,200"
"CHK","Chesapeake Energy Corporation","405-848-8000","405-843-0573","6100 North Western Avenue Oklahoma City,         OK 73118 United States -","","N/A","Basic Materials","Independent Oil & Gas","10,000"
"CHK^D","","","","","","","","",""
"CHKR","","","","","","","","",""
"CHSP","","","","","","","","",""
"CHKM","Chesapeake Midstream Partners, L.P.","877-413-1023","","900 N.W. 63rd Oklahoma City,         OK 73118 United States -","","","","",""
"CPK","Chesapeake Utilities Corporation","302-734-6799","302-734-6750","909 Silver Lake Boulevard Dover,         DE 19904 United States -","","N/A","Utilities","Gas Utilities","734"
"CVX","Chevron Corporation","925-842-1000","925-842-3530","6001 Bollinger Canyon Road San Ramon,         CA 94583-2324 United States -","","Dow Jones CompositeDow Industrials","Basic Materials","Major Integrated Oil & Gas","62,000"
"CBI","Chicago Bridge & Iron Company N.V.","31 70 373 2010","31 70 373 2750","Oostduinlaan 75 The Hague,          2596 JJ Netherlands -","","N/A","Industrial Goods","General Contractors","12,600"
"CHS","Chico's FAS Inc.","239-277-6200","239-277-5237","11215 Metro Parkway Fort Myers,         FL 33912 United States -","","N/A","Services","Apparel Stores","4,725"
"CIM","Chimera Investment Corporation","646-454-3759","","1211 Avenue Of The Americas Suite 2902 New York,         NY 10036-8701","","","","",""
"CO","China Cord Blood Corporation","852 3605 8180","852 3605 8181","48th Floor Bank of China Tower 1 Garden Road Central,","","N/A","Healthcare","Medical Laboratories & Research","610"
"STV","China Digital TV Holding Co., Ltd.","86 10 6297 1199","86 10 6297 5009","Jingmeng High-Tech Building B 4th Floor No. 5 Shangdi East Road Beijing,          100085","","N/A","Technology","Application Software","550"
"DL","China Distance Education Holdings Limited","86 10 8231 9999","86 10 8233 7887","18th floor Xueyuan International Tower Beijing,          100083","","N/A","Services","Education & Training Services","N/A"
"CEA","China Eastern Airlines Corp. Ltd.","86 21 6268 6268","86 21 6268 6116","2550 Hong Qiao Road Hong Qiao International Airport Shanghai,          200335","","N/A","Services","Major Airlines","57,096"
"CHN","The China Fund, Inc.","888-246-2255","","2 Avenue de Lafayette 6th Floor Boston,         MA 02206-5049","","","","",""
"CGA","China Green Agriculture, Inc.","86 29 8826 6368","86 29 8823 1590","3rd Floor, Borough A, Block A No 181 South Taibai Road Xian,          710065","","N/A","Basic Materials","Agricultural Chemicals","760"
"CHC","China Hydroelectric Corporation","86 10 6492 8483","86 10 8444 2788","Ping Building A Suite 2105 Beijing,          100027","","N/A","Utilities","Diversified Utilities","697"
"CHC/WS","","","","","","","","",""
"KH","China Kanghui Holdings","86 519 8519 5556","86 519 8519 5551","No 1-8 Tianshan Road Xinbei District Changzhou,          213022","","N/A","Healthcare","Medical Appliances & Equipment","732"
"LFC","China Life Insurance Co. Ltd.","86 10 6363 3333","86 10 6657 5722","16 Financial Street Xicheng District Beijing,          100033","","N/A","Financial","Life Insurance","103,220"
"CMM","China Mass Media Corp.","86 10 8809 1099","86 10 8809 1088","6th Floor Tower B Corporate Square 35 Finance Street Beijing,          100033","","N/A","Services","Advertising Agencies","126"
"MY","China Ming Yang Wind Power Group Limited","86 760 2813 8666","86 760 2813 8667","Jianye Road Mingyang Industry Park Zhongshan,          528437","","N/A","Industrial Goods","Diversified Machinery","2,466"
"CHL","China Mobile Limited","852 3121 8888","852 2511 9092","60th Floor The Center 99 Queen's Road Central,","","N/A","Technology","Wireless Communications","170,019"
"NPD","China Nepstar Chain Drugstore Ltd.","86 755 2643 3366","86 755 2643 0889","Floor 6, Tower B Xinnengyuan Building Shenzhen,          518054","","N/A","Services","Drug Stores","15,974"
"BORN","China New Borun Corporation","86 53 6545 1199","86 53 6545 1199","Bohai Industrial Park Yangkou Town Shouguang,          262715","","N/A","Consumer Goods","Beverages - Brewers","1,044"
"SNP","China Petroleum & Chemical Corp.","86 10 5996 0114","86 10 5996 0386","22 Chaoyangmen North Street Chaoyang District Beijing,          100728","","N/A","Basic Materials","Independent Oil & Gas","373,375"
"ZNH","China Southern Airlines Co. Ltd.","86 20 8613 0870","86 20 8665 9040","Jichang Road Guangzhou,          510405 China -","","N/A","Services","Major Airlines","30,613"
"CHA","China Telecom Corp. Ltd.","86 10 5853 1800","86 10 5850 1060","31 Jinrong Street Xicheng District Beijing,          100033","","N/A","Technology","Telecom Services - Foreign","312,322"
"CHU","China Unicom (Hong Kong) Limited","852 2126 2018","852 2126 2016","75th Floor The Center 99 Queens Road Central,","","N/A","Technology","Wireless Communications","215,820"
"XNY","China Xiniya Fashion Limited","86 595 8888 6166","86 595 8878 7790","Xiniya Industry Mansion Xintang Development Area Jinjiang,          362200","","N/A","Consumer Goods","Textile - Apparel Clothing","317"
"CYD","China Yuchai International Limited","65 6220 8411","65 6221 1172","16 Raffles Quay No 26-00 Hong Leong Building Singapore,          048581","","N/A","Industrial Goods","Diversified Machinery","11,200"
"ZX","China Zenix Auto International Ltd.","86 59 6260 0929","86 59 6260 0558","North Circle Road State Highway 319 Line Zhangzhou,          363000","","N/A","Consumer Goods","Auto Parts","5,185"
"CMG","Chipotle Mexican Grill, Inc.","303-595-4000","303-595-4014","1401 Wynkoop Street Suite 500 Denver,         CO 80202","","N/A","Services","Restaurants","26,500"
"CQB","Chiquita Brands International Inc.","513-784-8000","513-784-8030","250 East Fifth Street Cincinnati,         OH 45202 United States -","","N/A","Consumer Goods","Farm Products","21,000"
"CHH","Choice Hotels International Inc.","301-592-5000","301-592-6157","10750 Columbia Pike Silver Spring,         MD 20901 United States -","","N/A","Services","Lodging","1,524"
"CBK","Christopher & Banks Corporation","763-551-5000","763-551-5198","2400 Xenium Lane North Plymouth,         MN 55441 United States -","","N/A","Services","Apparel Stores","1,700"
"CB","The Chubb Corporation","908-903-2000","908-903-2027","15 Mountain View Road Warren,         NJ 07059 United States -","","N/A","Financial","Property & Casualty Insurance","10,100"
"CHT","Chunghwa Telecom Co. Ltd.","886 2 2344 3657","886 2 2391 4159","21-3 Hsinyi Road Section 1 Taipei,          100","","N/A","Technology","Telecom Services - Domestic","24,630"
"CHD","Church & Dwight Co. Inc.","609-683-5900","609-683-5092","469 North Harrison Street Princeton,         NJ 08543-5297 United States -","","N/A","Consumer Goods","Cleaning Products","3,600"
"CBR","CIBER, Inc.","303-220-0100","303-220-7100","6363 South Fiddlers Green Circle Suite 1400 Greenwood Village,         CO 80111","","N/A","Technology","Information Technology Services","7,500"
"CI","Cigna Corp.","860-226-6000","860-226-5400","900 Cottage Grove Road Bloomfield,         CT 06002 United States -","","N/A","Healthcare","Health Care Plans","30,600"
"HIS","BlackRock High Income Shares","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"XEC","Cimarex Energy Co.","303-295-3995","303-295-3494","1700 Lincoln Street Suite 1800 Denver,         CO 80203-4518","","N/A","Basic Materials","Independent Oil & Gas","775"
"CBB","Cincinnati Bell Inc.","513-397-9900","513-723-1893","221 East Fourth Street Cincinnati,         OH 45202 United States -","","N/A","Technology","Telecom Services - Domestic","3,000"
"CBB^B","","","","","","","","",""
"CNK","Cinemark Holdings Inc.","972-665-1000","972-665-1004","3900 Dallas Parkway Suite 500 Plano,         TX 75093-7865","","N/A","Services","Movie Production, Theaters","6,122"
"CIR","CIRCOR International, Inc.","781-270-1200","781-270-1299","25 Corporate Drive Suite 130 Burlington,         MA 01803-4238","","N/A","Industrial Goods","Industrial Equipment & Components","2,950"
"CIT","CIT Group Inc.","212-461-5200","","11 West 42 Street New York,         NY 10036 United States -","","","","",""
"BLW","BlackRock Limited Duration Income Trust","302-797-2000","302-797-2473","100 Bellevue Parkway Wilmington,         DE 19809 United States -","","N/A","Financial","Closed-End Fund - Debt","N/A"
"C","Citigroup, Inc.","212-559-1000","212-793-3946","399 Park Avenue New York,         NY 10043 United States -","","N/A","Financial","Money Center Banks","267,000"
"C/WS/A","","","","","","","","",""
"C/WS/B","","","","","","","","",""
"C^E","","","","","","","","",""
"C^F","","","","","","","","",""
"C^G","","","","","","","","",""
"C^H","","","","","","","","",""
"C^I","","","","","","","","",""
"C^J","","","","","","","","",""
"C^M","","","","","","","","",""
"C^N","","","","","","","","",""
"C^O","","","","","","","","",""
"C^P","","","","","","","","",""
"C^Q","","","","","","","","",""
"C^R","","","","","","","","",""
"C^S","","","","","","","","",""
"C^U","","","","","","","","",""
"C^V","","","","","","","","",""
"C^W","","","","","","","","",""
"C^Z","","","","","","","","",""
"CTZ^A","","","","","","","","",""
"CIA","Citizens Inc.","512-837-7100","512-836-9785","400 East Anderson Lane Austin,         TX 78752 United States -","","N/A","Financial","Life Insurance","N/A"
"CYN","City National Corp.","213-673-7700","","555 South Flower Street City National Plaza Los Angeles,         CA 90071","","","","",""
"CLC","CLARCOR Inc.","615-771-3100","615-771-5603","840 Crescent Centre Drive Suite 600 Franklin,         TN 37067","","N/A","Industrial Goods","Diversified Machinery","5,136"
"CLH","Clean Harbors, Inc.","781-792-5000","781-792-5900","42 Longwater Drive Norwell,         MA 02061-9149 United States -","","N/A","Industrial Goods","Waste Management","6,840"
"CCO","Clear Channel Outdoor Holdings Inc.","210-832-3700","","200 East Basse Road San Antonio,         TX 78209 United States -","","","","",""
"CEM","","","","","","","","",""
"EMO","","","","","","","","",""
"CLW","Clearwater Paper Corporation","509-344-5900","","601 West Riverside Suite 1100 Spokane,         WA 99201","","","","",""
"CNL","Cleco Corporation","318-484-7400","318-484-7465","2030 Donahue Ferry Road Pineville,         LA 71360-5226 United States -","","N/A","Utilities","Electric Utilities","1,277"
"CLF","Cliffs Natural Resources Inc.","216-694-5700","216-694-4880","200 Public Square Suite 3300 Cleveland,         OH 44114-2315","","N/A","Basic Materials","Steel & Iron","6,567"
"CLX","The Clorox Company","510-271-7000","510-832-1463","1221 Broadway Oakland,         CA 94612-1888 United States -","","N/A","Consumer Goods","Housewares & Accessories","8,100"
"CLD","Cloud Peak Energy Inc.","307-687-6000","307-687-6015","505 South Gillette Avenue Gillette,         WY 82716 United States -","","N/A","Basic Materials","Industrial Metals & Minerals","1,524"
"CMS","CMS Energy Corp.","517-788-0550","517-788-1859","One Energy Plaza Jackson,         MI 49201 United States -","","N/A","Utilities","Diversified Utilities","7,822"
"CMS^A","","","","","","","","",""
"CMS^B","","","","","","","","",""
"CNA","CNA Financial Corporation","312-822-5000","312-822-6419","333 S Wabash Chicago,         IL 60604 United States -","","N/A","Financial","Property & Casualty Insurance","8,000"
"CNW","Con-way Inc.","734-994-6600","734-757-1153","2211 Old Earhart Road Suite 100 Ann Arbor,         MI 48105","","Dow Jones CompositeDow Transportation","Services","Trucking","27,900"
"CNH","CNH Global NV","31 84 7955 3821","31 84 7955 3961","World Trade Center Amsterdam Airport Amsterdam,          1118 BH","","N/A","Industrial Goods","Farm & Construction Machinery","28,800"
"CNO","CNO Financial Group, Inc.","317-817-6100","317-817-6327","11825 North Pennsylvania Street Carmel,         IN 46032 United States -","","N/A","Financial","Accident & Health Insurance","3,680"
"CEO","CNOOC Ltd.","852 2213 2500","852 2525 9322","65th Floor Bank Of China Tower One Garden Road Central,","","N/A","Basic Materials","Independent Oil & Gas","4,650"
"COH","Coach, Inc.","212-594-1850","212-594-1682","516 West 34th Street New York,         NY 10001 United States -","","N/A","Consumer Goods","Textile - Apparel Footwear & Accessories","8,200"
"CIE","Cobalt International Energy, Inc.","713-579-9100","713-579-9196","Two Post Oak Central 1980 Post Oak Boulevard Houston,         TX 77056","","N/A","Basic Materials","Independent Oil & Gas","61"
"KOF","Coca-Cola FEMSA S.A.B de C.V.","52 55 5081 5100","52 55 5292 3473","Guillermo Gonzalez Camarena No 600 Col Centro de Ciudad Santa Fe Delegacion Alvaro Obregon Mexico,         DF 01210","","N/A","Consumer Goods","Beverages - Soft Drinks","68,216"
"CCH","Coca-Cola Hellenic Bottling Company S.A.","30 210 61 83 100","30 210 61 95 514","9 Fragoklissias Street Maroussi Athens,          151 25","","N/A","Consumer Goods","Beverages - Soft Drinks","42,088"
"KO","The Coca-Cola Company","404-676-2121","404-676-6792","One Coca-Cola Plaza Atlanta,         GA 30313 United States -","","Dow Jones CompositeDow Industrials","Consumer Goods","Beverages - Soft Drinks","139,600"
"CCE","Coca-Cola Enterprises Inc.","678-260-3000","","2500 Windy Ridge Parkway Atlanta,         GA 30339 United States -","","","","",""
"CDE","Coeur d'Alene Mines Corporation","208-667-3511","208-667-2213","505 Front Avenue 400 Coeur d'Alene Mines Building Coeur d,         ID 83816","","N/A","Basic Materials","Silver","1,471"
